Time,OriginalAcc,LowNoiseDis10,LowNoiseDis20,HighNoiseDis10,HighNoiseDis20
6.03E+00,0.114991305,557,446,-7,-9
6.04E+00,0.154489122,577,462,858,980
6.04E+00,0.084393086,542,434,828,946
6.05E+00,0.017346245,509,407,380,435
6.05E+00,-0.080146989,460,368,344,394
6.06E+00,-0.141105564,429,344,1007,1151
6.06E+00,-0.186843474,407,325,1597,1826
6.07E+00,-0.046894326,477,381,1623,1855
6.07E+00,0.007824156,504,403,524,598
6.08E+00,-0.174904804,413,330,-54,-62
6.08E+00,-0.400246567,300,240,383,438
6.09E+00,-0.372930344,314,251,421,482
6.09E+00,0.019686912,510,408,59,68
6.10E+00,0.183989125,592,474,-441,-505
6.10E+00,0.3300316,665,532,539,616
6.11E+00,0.594790205,797,638,969,1108
6.11E+00,0.719523749,860,688,1106,1264
6.12E+00,0.743795839,872,698,961,1098
6.12E+00,-2.388698093,-694,-555,712,813
6.13E+00,-0.425308158,287,230,718,821
6.13E+00,-0.784591777,108,86,739,845
6.14E+00,-1.308263645,-154,-123,737,843
6.14E+00,-0.635586144,182,146,825,943
6.15E+00,0.067532688,534,427,786,899
6.15E+00,0.834573255,917,734,825,943
6.16E+00,-0.039168858,480,384,691,789
6.16E+00,-0.858121636,71,57,484,553
6.17E+00,-0.422886516,289,231,461,526
6.17E+00,0.989515327,995,796,535,612
6.18E+00,2.54803556,1774,1419,650,743
6.18E+00,1.123300296,1062,849,580,663
6.19E+00,1.765536466,1383,1106,736,841
6.19E+00,-3.89360312,-1447,-1157,787,899
6.20E+00,-1.90585506,-453,-362,369,422
6.20E+00,0.154947134,577,462,482,551
6.21E+00,1.001145282,1001,800,580,663
6.21E+00,-0.137441471,431,345,723,827
6.22E+00,0.909664401,955,764,585,668
6.22E+00,0.358595336,679,543,557,637
6.23E+00,0.038880387,519,416,702,802
6.23E+00,1.232109708,1116,893,875,1000
6.24E+00,1.719090029,1360,1088,700,800
6.24E+00,1.807293976,1404,1123,534,610
6.25E+00,1.164900918,1082,866,355,406
6.25E+00,0.881715565,941,753,700,800
6.26E+00,0.218013575,609,487,805,920
6.26E+00,-0.101696313,449,359,801,915
6.27E+00,-0.400102331,300,240,737,842
6.27E+00,-1.261667912,-131,-105,911,1042
6.28E+00,-0.972556242,14,11,816,932
6.28E+00,-1.200942138,-100,-80,603,689
6.29E+00,-2.811374582,-906,-725,364,416
6.29E+00,-1.721650846,-361,-289,351,401
6.30E+00,0.756202643,878,702,277,316
6.30E+00,-0.534514852,233,186,341,389
6.31E+00,0.676974208,838,671,758,867
6.31E+00,-0.668608535,166,133,882,1008
6.32E+00,-0.957882154,21,17,935,1069
6.32E+00,1.084660302,1042,834,531,606
6.33E+00,-0.507426369,246,197,286,326
6.33E+00,1.197212252,1099,879,546,624
6.34E+00,1.105812346,1053,842,1010,1154
6.34E+00,0.901774454,951,761,850,972
6.35E+00,0.986934267,993,795,588,672
6.35E+00,1.212119142,1106,885,365,417
6.36E+00,1.248572825,1124,899,629,719
6.36E+00,0.828396423,914,731,484,553
6.37E+00,0.313862015,657,526,838,958
6.37E+00,-0.258515981,371,297,684,782
6.38E+00,-0.352960021,324,259,329,376
6.38E+00,-0.578306845,211,169,305,349
6.39E+00,-0.374425841,313,250,503,575
6.39E+00,-0.225339232,387,310,981,1121
6.40E+00,-0.487215653,256,205,1075,1228
6.40E+00,-0.9226026,39,31,663,758
6.41E+00,-0.922683574,39,31,485,554
6.41E+00,-0.779685232,110,88,289,330
6.42E+00,-0.39011717,305,244,787,900
6.42E+00,-0.311045623,344,276,1086,1241
6.43E+00,-0.41158299,294,235,941,1075
6.43E+00,-0.311202511,344,276,481,549
6.44E+00,-0.006870176,497,397,1184,1353
6.44E+00,-0.04651982,477,381,1420,1623
6.45E+00,-0.271866643,364,291,1263,1443
6.45E+00,-0.591576532,204,163,231,265
6.46E+00,-0.533818978,233,186,59,67
6.46E+00,-0.515630093,242,194,413,472
6.47E+00,-0.585726128,207,166,630,720
6.47E+00,-0.527963513,236,189,754,861
6.48E+00,-0.406274103,297,237,824,942
6.48E+00,-0.403310944,298,239,1218,1392
6.49E+00,-0.506887383,247,197,590,674
6.49E+00,-0.534365555,233,186,81,92
6.50E+00,-0.34874935,326,261,-245,-280
6.50E+00,-0.303168328,348,279,980,1120
6.51E+00,-0.251493979,374,299,1244,1422
6.51E+00,0.034573558,517,414,807,923
6.52E+00,0.153218835,577,461,741,847
6.52E+00,0.010063605,505,404,957,1093
6.53E+00,-0.662765723,169,135,641,733
6.53E+00,-0.854627082,73,58,644,736
6.54E+00,-0.62334888,188,151,712,814
6.54E+00,-0.245957351,377,302,79,90
6.55E+00,-0.535225909,232,186,-136,-156
6.55E+00,-0.547478355,226,181,620,709
6.56E+00,-0.157910292,421,337,684,782
6.56E+00,-0.06361808,468,375,1283,1467
6.57E+00,-0.404641961,298,238,1746,1995
6.57E+00,-0.42907094,285,228,1145,1308
6.58E+00,-0.292165925,354,283,-48,-55
6.58E+00,0.164378126,582,466,491,561
6.59E+00,0.033399429,517,413,1550,1771
6.59E+00,-0.042779812,479,383,1002,1145
6.60E+00,-0.012419456,494,395,1077,1231
6.60E+00,0.115358221,558,446,936,1070
6.61E+00,-0.08049113,460,368,131,150
6.61E+00,0.013796021,507,406,88,101
6.62E+00,0.105044101,553,442,615,703
6.62E+00,-0.044199396,478,382,82,94
6.63E+00,-0.537424871,231,185,-909,-1039
6.63E+00,-0.479667316,260,208,-670,-766
6.64E+00,-0.39146337,304,243,679,776
6.64E+00,-0.050601438,475,380,1412,1614
6.65E+00,-0.190707474,405,324,643,735
6.65E+00,-0.111635927,444,355,679,776
6.66E+00,0.104416549,552,442,609,696
6.66E+00,1.20936095,1105,884,1012,1156
6.67E+00,0.095127261,548,438,1237,1414
6.67E+00,0.767804763,884,707,767,876
6.68E+00,0.44504568,723,578,1547,1767
6.68E+00,-0.130371389,435,348,773,884
6.69E+00,-0.029995972,485,388,622,711
6.69E+00,-0.081822148,459,367,567,647
6.70E+00,1.017033987,1009,807,665,760
6.70E+00,-0.030228773,485,388,426,487
6.71E+00,-1.957251059,-479,-383,364,416
6.71E+00,-2.29826988,-649,-519,324,370
6.72E+00,-0.882823903,59,47,669,765
6.72E+00,-0.121866542,439,351,774,884
6.73E+00,-0.873848392,63,50,710,811
6.73E+00,-0.813041643,93,75,644,736
6.74E+00,0.337564754,669,535,781,892
6.74E+00,0.538396564,769,615,691,790
6.75E+00,0.431775992,716,573,670,766
6.75E+00,1.214042285,1107,886,723,827
6.76E+00,-0.298972839,351,280,815,932
6.76E+00,-1.069219487,-35,-28,495,566
6.77E+00,0.635419134,818,654,400,457
6.77E+00,1.493788754,1247,998,417,476
6.78E+00,0.833130897,917,733,655,749
6.78E+00,-0.022351478,489,391,589,674
6.79E+00,-0.113751384,443,354,317,362
6.79E+00,-1.194499608,-97,-78,325,372
6.80E+00,-0.887118079,56,45,528,603
6.80E+00,0.016908477,508,407,264,301
6.81E+00,-0.080579696,460,368,102,116
6.81E+00,-0.083699743,458,367,236,270
6.82E+00,0.366750981,683,547,707,808
6.82E+00,0.059217625,530,424,807,923
6.83E+00,0.153504776,577,461,724,828
6.83E+00,0.777476148,889,711,524,599
6.84E+00,0.399922669,700,560,488,557
6.84E+00,-1.350529775,-175,-140,456,521
6.85E+00,-0.884858386,58,46,326,373
6.85E+00,-0.157386489,421,337,345,394
6.86E+00,0.7405518,870,696,418,477
6.86E+00,0.177311264,589,471,416,475
6.87E+00,0.076773897,538,431,330,378
6.87E+00,-0.099861736,450,360,290,331
6.88E+00,-0.410444287,295,236,339,387
6.88E+00,-0.915846294,42,34,326,373
6.89E+00,-0.669352488,165,132,286,327
6.89E+00,0.803932018,902,722,510,583
6.90E+00,1.029121954,1015,812,667,763
6.90E+00,0.691142205,846,676,695,795
6.91E+00,-0.31349763,343,275,482,551
6.91E+00,0.343954144,672,538,412,471
6.92E+00,0.550879281,775,620,482,551
6.92E+00,0.124619673,562,450,427,488
6.93E+00,-0.587783385,206,165,154,176
6.93E+00,-0.307804115,346,277,54,62
6.94E+00,-0.052172848,474,379,54,62
6.94E+00,0.535263865,768,614,359,410
6.95E+00,0.401246096,701,560,542,620
6.95E+00,-0.280720693,360,288,438,500
6.96E+00,-0.563900984,218,174,295,337
6.96E+00,-0.530496495,235,188,453,518
6.97E+00,-0.022202181,489,391,519,593
6.97E+00,0.196899488,598,479,920,1051
6.98E+00,-0.308431667,346,277,1280,1463
6.98E+00,-0.10150653,449,359,1574,1799
6.99E+00,-0.479054947,260,208,1548,1770
6.99E+00,-0.159501946,420,336,1391,1590
7.00E+00,0.214850511,607,486,1331,1521
7.00E+00,0.443079519,722,577,1474,1685
7.01E+00,-0.22061741,390,312,1538,1758
7.01E+00,-0.592082622,204,163,345,394
7.02E+00,-0.24208323,379,303,1459,1668
7.02E+00,0.336221085,668,534,29,34
7.03E+00,0.260041844,630,504,232,265
7.03E+00,0.083401149,542,433,1174,1342
7.04E+00,-0.513324851,243,195,326,372
7.04E+00,-0.604729819,198,158,1229,1405
7.05E+00,-0.498261074,251,201,-505,-577
7.05E+00,-0.48007725,260,208,-1268,-1449
7.06E+00,-0.139210256,430,344,-141,-161
7.06E+00,0.16512714,583,466,19,22
7.07E+00,0.302032155,651,521,-183,-209
7.07E+00,0.052337327,526,421,420,480
7.08E+00,0.143580346,572,457,629,719
7.08E+00,0.149592699,575,460,853,974
7.09E+00,0.000349202,500,400,1317,1505
7.09E+00,-0.492876273,254,203,1515,1732
7.10E+00,-0.237250067,381,305,1965,2246
7.10E+00,0.000116401,500,400,1903,2175
7.11E+00,0.24965434,625,500,1562,1786
7.11E+00,0.003003646,502,401,727,831
7.12E+00,-0.204073318,398,318,951,1087
7.12E+00,-0.164580562,418,334,1337,1528
7.13E+00,0.033212175,517,413,604,690
7.13E+00,-0.170825717,415,332,1401,1601
7.14E+00,-0.310931753,345,276,808,924
7.14E+00,-0.472351781,264,211,-634,-725
7.15E+00,0.124222392,562,450,-2026,-2315
7.15E+00,0.051082223,526,420,1936,2212
7.16E+00,-0.171215406,414,332,1486,1699
7.16E+00,-0.070839988,465,372,2484,2838
7.17E+00,-0.235299089,382,306,1393,1592
7.17E+00,-0.341924722,329,263,404,462
7.18E+00,-0.308515172,346,277,99,114
7.18E+00,-0.013315236,493,395,673,769
7.19E+00,0.178389236,589,471,1284,1468
7.19E+00,0.123518927,562,449,747,854
7.20E+00,0.178232348,589,471,255,292
7.20E+00,0.053346978,527,421,-216,-247
7.21E+00,0.056310136,528,423,151,172
7.21E+00,0.025792892,513,410,402,460
7.22E+00,0.016579518,508,407,-972,-1111
7.22E+00,0.372667177,686,549,1221,1395
7.23E+00,0.579587253,790,632,1204,1376
7.23E+00,0.384686821,692,554,1116,1276
7.24E+00,-0.230309039,385,308,931,1064
7.24E+00,-1.630691238,-315,-252,829,947
7.25E+00,-0.915395874,42,34,714,816
7.25E+00,-0.397969161,301,241,439,502
7.26E+00,-0.452844531,274,219,420,480
7.26E+00,-1.07696773,-38,-31,578,660
7.27E+00,-0.252088635,374,299,705,806
7.27E+00,1.318613191,1159,927,667,762
7.28E+00,1.28200262,1141,913,569,651
7.28E+00,0.438696777,719,575,601,687
7.29E+00,-0.50810453,246,197,644,736
7.29E+00,-0.456435242,272,217,712,814
7.30E+00,0.182756795,591,473,759,868
7.30E+00,0.225293684,613,490,808,924
7.31E+00,-1.010700267,-5,-4,780,892
7.31E+00,-0.170600506,415,332,570,651
7.32E+00,-0.097617226,451,361,348,398
7.32E+00,-0.055080337,472,378,421,481
7.33E+00,1.183810981,1092,874,485,554
7.33E+00,2.468354174,1734,1387,397,454
7.34E+00,1.025359172,1013,810,150,172
7.34E+00,-2.125404619,-563,-450,218,250
7.35E+00,-1.559276837,-280,-224,436,498
7.35E+00,0.382809226,691,553,547,625
7.36E+00,2.57146501,1786,1429,483,552
7.36E+00,1.235014666,1118,894,734,839
7.37E+00,1.919863639,1460,1168,843,963
7.37E+00,-0.795508145,102,82,830,949
7.38E+00,-0.39375849,303,242,592,676
7.38E+00,0.531576998,766,613,598,683
7.39E+00,0.592383746,796,637,734,839
7.39E+00,0.230050933,615,492,813,930
7.40E+00,-0.491484525,254,203,741,847
7.40E+00,-0.911655867,44,35,509,581
7.41E+00,-0.640803935,180,144,134,153
7.41E+00,-0.269500671,365,292,-115,-132
7.42E+00,0.427529895,714,571,-58,-66
7.42E+00,-0.674527261,163,130,34,39
7.43E+00,-0.790280232,105,84,243,277
7.43E+00,0.582547881,791,633,650,743
7.44E+00,2.204994909,1602,1282,731,835
7.44E+00,0.850274706,925,740,827,945
7.45E+00,-0.206120454,397,318,752,860
7.45E+00,-0.461903547,269,215,624,714
7.46E+00,0.673477124,837,669,614,701
7.46E+00,1.300497689,1150,920,492,563
7.47E+00,0.56981971,785,628,262,300
7.47E+00,-1.034514346,-17,-14,169,193
7.48E+00,-1.451646615,-226,-181,56,64
7.48E+00,-0.410623949,295,236,-23,-26
7.49E+00,0.809992449,905,724,35,39
7.49E+00,0.05801566,529,423,130,149
7.50E+00,-0.800510848,100,80,359,410
7.50E+00,-0.925396218,37,30,535,612
7.51E+00,-0.456680695,272,217,1004,1148
7.51E+00,0.094231482,547,438,1254,1433
7.52E+00,0.069802503,535,428,1529,1747
7.52E+00,-0.185985651,407,326,1235,1411
7.53E+00,-0.37784195,311,249,987,1129
7.53E+00,0.060432242,530,424,1028,1175
7.54E+00,0.154724454,577,462,1124,1285
7.54E+00,0.032878156,516,413,873,997
7.55E+00,-0.308140665,346,277,794,907
7.55E+00,-0.506090291,247,198,909,1039
7.56E+00,-0.38440088,308,246,1222,1397
7.56E+00,0.063005711,532,425,1133,1295
7.57E+00,0.041620865,521,417,453,518
7.57E+00,-0.217211422,391,313,-915,-1046
7.58E+00,-0.780451959,110,88,-1667,-1905
7.58E+00,-0.448722426,276,221,-651,-744
7.59E+00,-0.177870494,411,329,-559,-639
7.59E+00,-0.117063745,441,353,276,316
7.60E+00,-0.439822828,280,224,1050,1200
7.60E+00,-0.217677025,391,313,1561,1785
7.61E+00,0.092743576,546,437,1359,1553
7.61E+00,0.247918451,624,499,1502,1716
7.62E+00,-0.233135553,383,307,1709,1953
7.62E+00,-0.479786248,260,208,1988,2272
7.63E+00,-0.345925366,327,262,3337,3813
7.63E+00,-0.087249966,456,365,3207,3665
7.64E+00,-0.181699067,409,327,1653,1890
7.64E+00,-0.117848185,441,353,-190,-217
7.65E+00,0.113424956,557,445,-754,-862
7.65E+00,0.344703158,672,538,379,433
7.66E+00,0.268523917,634,507,708,809
7.66E+00,-0.011617303,494,395,-441,-504
7.67E+00,-0.163899871,418,334,228,261
7.67E+00,-0.358805364,321,256,-984,-1125
7.68E+00,-0.431940472,284,227,-596,-682
7.68E+00,-0.155005334,422,338,791,904
7.69E+00,0.152376195,576,461,-1555,-1777
7.69E+00,-0.115588492,442,354,-3358,-3838
7.70E+00,-0.368327453,316,253,1927,2202
7.70E+00,-0.709351334,145,116,1801,2058
7.71E+00,-0.334998876,333,266,1820,2080
7.71E+00,-0.076328538,462,369,1064,1216
7.72E+00,-0.115978181,442,354,205,235
7.72E+00,-0.429604865,285,228,263,300
7.73E+00,-0.247032793,376,301,1450,1657
7.73E+00,0.045128071,523,418,1597,1825
7.74E+00,0.364681072,682,546,2509,2867
7.74E+00,0.340252094,670,536,2396,2738
7.75E+00,0.245802993,623,498,717,819
7.75E+00,0.263991878,632,506,-1307,-1494
7.76E+00,0.842296192,921,737,-1456,-1665
7.76E+00,-0.405874291,297,238,140,160
7.77E+00,-0.247660345,376,301,-480,-549
7.77E+00,4.114516593,2557,2046,240,274
7.78E+00,-0.689135557,155,124,-63,-72
7.78E+00,-1.243248756,-122,-97,1250,1429
7.79E+00,-0.33008474,335,268,1173,1341
7.79E+00,-1.039448726,-20,-16,965,1102
7.80E+00,-1.082142503,-41,-33,777,888
7.80E+00,-1.596687032,-298,-239,677,774
7.81E+00,0.077515319,539,431,475,542
7.81E+00,3.121577564,2061,1649,328,374
7.82E+00,3.846005328,2423,1938,317,362
7.82E+00,0.317844946,659,527,596,681
7.83E+00,-0.747682613,126,101,739,845
7.83E+00,-1.073480768,-37,-29,620,708
7.84E+00,1.084738746,1042,834,483,553
7.84E+00,1.708705057,1354,1083,675,772
7.85E+00,1.267229844,1134,907,735,840
7.85E+00,-0.270143406,365,292,731,835
7.86E+00,-2.684221927,-842,-674,601,687
7.86E+00,-0.401198017,299,240,618,706
7.87E+00,-0.48955379,255,204,714,816
7.87E+00,-0.08172093,459,367,676,772
7.88E+00,-0.699755862,150,120,392,448
7.88E+00,-0.964676416,18,14,286,327
7.89E+00,-0.048468267,476,381,311,356
7.89E+00,0.380678586,690,552,356,407
7.90E+00,0.974208627,987,790,194,222
7.90E+00,0.225346824,613,490,235,268
7.91E+00,0.340947968,670,536,350,400
7.91E+00,1.12321426,1062,849,429,490
7.92E+00,0.81263171,906,725,303,347
7.92E+00,0.833859667,917,734,291,332
7.93E+00,0.252354332,626,501,536,612
7.93E+00,0.492759872,746,597,821,939
7.94E+00,0.096946656,548,439,768,878
7.94E+00,-0.499784406,250,200,777,888
7.95E+00,-1.032583611,-16,-13,838,958
7.95E+00,-0.536470891,232,185,898,1026
7.96E+00,-0.341722286,329,263,809,924
7.96E+00,-0.856261754,72,57,600,686
7.97E+00,-1.519963744,-260,-208,398,454
7.97E+00,-0.698123721,151,121,389,445
7.98E+00,0.026304043,513,411,259,296
7.98E+00,0.909026728,955,764,142,162
7.99E+00,0.220971673,610,488,336,384
7.99E+00,0.029115374,515,412,494,564
8.00E+00,0.927058725,964,771,472,540
8.00E+00,0.942203477,971,777,236,270
8.01E+00,0.013656846,507,405,298,340
8.01E+00,-0.214729049,393,314,545,623
8.02E+00,-0.096088833,452,362,837,957
8.02E+00,0.366543484,683,547,724,828
8.03E+00,-0.084069189,458,366,486,555
8.03E+00,-0.041527239,479,383,198,226
8.04E+00,-0.090314343,455,364,467,533
8.04E+00,-0.397847699,301,241,739,845
8.05E+00,-0.449678936,275,220,624,713
8.05E+00,-0.18491527,408,326,411,470
8.06E+00,-0.157593986,421,337,275,314
8.06E+00,-0.340322946,330,264,326,373
8.07E+00,-0.465208317,267,214,976,1116
8.07E+00,-0.112169852,444,355,1277,1459
8.08E+00,0.353506598,677,541,906,1035
8.08E+00,0.371690423,686,549,631,721
8.09E+00,-0.151976384,424,339,505,578
8.09E+00,-0.505176798,247,198,1388,1586
8.10E+00,-0.206927668,397,317,1756,2007
8.10E+00,-0.10655225,447,357,1388,1586
8.11E+00,-0.377556009,311,249,431,493
8.11E+00,-0.870786545,65,52,278,317
8.12E+00,-0.916524455,42,33,700,800
8.12E+00,-0.581750789,209,167,1522,1740
8.13E+00,-0.600091501,200,160,700,800
8.13E+00,-0.718893666,141,112,-466,-532
8.14E+00,-0.618513188,191,153,-1177,-1346
8.14E+00,0.09982631,550,440,-628,-717
8.15E+00,0.398070379,699,559,544,622
8.15E+00,0.288405674,644,515,670,766
8.16E+00,-0.092191938,454,363,743,849
8.16E+00,0.28216052,641,513,994,1136
8.17E+00,0.269903013,635,508,1448,1655
8.17E+00,0.04456125,522,418,1700,1942
8.18E+00,-0.415183822,292,234,1785,2040
8.18E+00,-0.250876548,375,300,1938,2215
8.19E+00,-0.290531253,355,284,607,693
8.19E+00,-0.354533962,323,258,475,542
8.20E+00,-0.296776407,352,281,166,189
8.20E+00,-0.272499256,364,291,-378,-432
8.21E+00,-0.169074644,415,332,875,1000
8.21E+00,-0.11131709,444,355,675,772
8.22E+00,-0.205761129,397,318,735,840
8.22E+00,0.019423745,510,408,624,713
8.23E+00,0.092407026,546,437,607,694
8.23E+00,0.192782444,596,477,217,248
8.24E+00,0.028323343,514,411,1317,1505
8.24E+00,-0.139184952,430,344,569,650
8.25E+00,-0.16361393,418,335,-337,-385
8.25E+00,-0.212401034,394,315,586,670
8.26E+00,-0.215521081,392,314,501,572
8.26E+00,-0.27952885,360,288,595,680
8.27E+00,-0.084780245,458,366,612,699
8.27E+00,-0.221847209,389,311,1017,1162
8.28E+00,-0.371085645,314,252,1605,1834
8.28E+00,-0.532505673,234,187,1694,1936
8.29E+00,-0.094226421,453,362,1087,1242
8.29E+00,0.021374723,511,409,-66,-75
8.30E+00,-1.52E-05,500,400,-321,-367
8.30E+00,-0.051841359,474,379,-112,-128
8.31E+00,0.389476966,695,556,177,203
8.31E+00,0.623799301,812,650,874,999
8.32E+00,0.553703265,777,621,-406,-464
8.32E+00,0.255302308,628,502,879,1004
8.33E+00,-1.580395985,-290,-232,1088,1243
8.33E+00,0.249057154,625,500,1137,1299
8.34E+00,-0.746455344,127,101,973,1112
8.34E+00,-1.160533358,-80,-64,664,759
8.35E+00,-1.458944437,-229,-184,700,800
8.35E+00,-1.093719318,-47,-37,715,817
8.36E+00,0.553080774,777,621,634,725
8.36E+00,1.420582793,1210,968,327,374
8.37E+00,1.292648229,1146,917,440,503
8.37E+00,0.452386519,726,581,545,623
8.38E+00,-0.126074683,437,350,641,732
8.38E+00,-0.150508722,425,340,504,576
8.39E+00,-0.284526492,358,286,549,628
8.39E+00,-0.162842142,419,335,551,630
8.40E+00,-1.481032748,-241,-192,585,669
8.40E+00,-0.187352095,406,325,603,689
8.41E+00,0.881062709,941,752,720,823
8.41E+00,-0.689790944,155,124,835,954
8.42E+00,-0.132790501,434,347,765,874
8.42E+00,-0.108518411,446,357,714,816
8.43E+00,0.049700597,525,420,556,635
8.43E+00,-0.035611043,482,386,622,711
8.44E+00,0.250456493,625,500,582,665
8.44E+00,-1.539498829,-270,-216,509,582
8.45E+00,-0.763320803,118,95,492,563
8.45E+00,-0.321997417,339,271,452,516
8.46E+00,-0.133337078,433,347,497,568
8.46E+00,1.769170194,1385,1108,524,599
8.47E+00,1.549916698,1275,1020,409,468
8.47E+00,1.428070399,1214,971,731,836
8.48E+00,1.06878678,1034,828,889,1016
8.48E+00,0.420300395,710,568,898,1026
8.49E+00,0.061016776,531,424,635,726
8.49E+00,-0.042564724,479,383,902,1031
8.50E+00,-0.22224449,389,311,979,1118
8.50E+00,-1.896603729,-448,-359,770,880
8.51E+00,-2.682065982,-841,-673,267,305
8.51E+00,-1.665401441,-333,-266,197,225
8.52E+00,-0.00033655,500,400,280,320
8.52E+00,1.174622912,1087,870,293,335
8.53E+00,-0.000493438,500,400,58,67
8.53E+00,-0.603307705,198,159,90,103
8.54E+00,-0.384211096,308,246,436,498
8.54E+00,0.982533812,991,793,625,715
8.55E+00,1.509087863,1255,1004,555,634
8.55E+00,0.982376924,991,793,346,396
8.56E+00,-0.277980214,361,289,594,678
8.56E+00,-0.098452275,451,361,960,1097
8.57E+00,0.29415992,647,518,947,1083
8.57E+00,0.823763166,912,730,621,710
8.58E+00,0.394459425,697,558,374,428
8.58E+00,-0.534077084,233,186,462,528
8.59E+00,-0.607217252,196,157,590,674
8.59E+00,-0.412468648,294,235,571,652
8.60E+00,-0.108131251,446,357,385,440
8.60E+00,0.056170961,528,422,422,482
8.61E+00,-0.333553989,333,267,637,728
8.61E+00,-0.717195733,141,113,671,767
8.62E+00,-0.306313679,347,277,641,733
8.62E+00,0.034548254,517,414,957,1093
8.63E+00,0.195811394,598,478,633,723
8.63E+00,-0.221315815,389,311,550,628
8.64E+00,-0.574511167,213,170,710,811
8.64E+00,-0.662872002,169,135,1360,1554
8.65E+00,-0.325049141,337,270,1349,1542
8.65E+00,-0.294688785,353,282,720,823
8.66E+00,-0.520030548,240,192,855,977
8.66E+00,-0.797127634,101,81,1336,1527
8.67E+00,-0.629776227,185,148,718,821
8.67E+00,-0.444165083,278,222,211,242
8.68E+00,-0.432064464,284,227,-364,-416
8.68E+00,-0.142947733,429,343,101,115
8.69E+00,0.155296336,578,462,461,527
8.69E+00,0.283074013,642,513,324,371
8.70E+00,0.197757311,599,479,-23,-26
8.70E+00,0.109401538,555,444,350,400
8.71E+00,0.097144031,549,439,768,878
8.71E+00,0.173171445,587,469,1045,1194
8.72E+00,-0.234823364,383,306,877,1002
8.72E+00,-0.584974584,208,166,1284,1467
8.73E+00,-0.56679076,217,173,1269,1450
8.73E+00,-0.387262821,306,245,1486,1699
8.74E+00,-0.49997672,250,200,939,1073
8.74E+00,-0.664435821,168,134,858,980
8.75E+00,-0.722355324,139,111,1382,1579
8.75E+00,-0.491077122,254,204,966,1105
8.76E+00,-0.555079831,222,178,666,761
8.76E+00,-0.591690402,204,163,25,28
8.77E+00,-0.439559661,280,224,210,240
8.77E+00,-0.034770933,483,386,643,735
8.78E+00,0.019947549,510,408,357,408
8.78E+00,-0.117119415,441,353,419,479
8.79E+00,-0.141548393,429,343,-1179,-1347
8.79E+00,0.044062751,522,418,511,584
8.80E+00,0.050075104,525,420,1587,1814
8.80E+00,-0.035241597,482,386,1896,2167
8.81E+00,-0.30928949,345,276,1459,1668
8.81E+00,-0.114540885,443,354,-51,-59
8.82E+00,0.055849594,528,422,177,202
8.82E+00,-0.148183237,426,341,922,1054
8.83E+00,-0.547045647,226,181,3392,3877
8.83E+00,-0.531900895,234,187,2885,3297
8.84E+00,-0.321936686,339,271,754,862
8.84E+00,-0.032819955,484,387,-418,-477
8.85E+00,0.110173326,555,444,-57,-66
8.85E+00,0.377981125,689,551,-28,-32
8.86E+00,0.676225194,838,670,469,536
8.86E+00,0.785738072,893,714,-170,-195
8.87E+00,-1.089528891,-45,-36,218,249
8.87E+00,-0.657337904,171,137,3580,4092
8.88E+00,-1.686340927,-343,-275,527,602
8.88E+00,-0.800569048,100,80,416,475
8.89E+00,-3.080710773,-1040,-832,1290,1474
8.89E+00,-2.86769737,-934,-747,885,1011
8.90E+00,0.02415822,512,410,872,997
8.90E+00,2.422859187,1711,1369,938,1072
8.91E+00,2.584122328,1792,1434,955,1092
8.91E+00,1.281233362,1141,912,732,836
8.92E+00,1.071107204,1036,828,527,602
8.92E+00,-0.624555906,188,150,399,456
8.93E+00,-0.706828474,147,117,619,707
8.93E+00,0.519881251,760,608,647,739
8.94E+00,1.600472587,1300,1040,466,532
8.94E+00,1.572999476,1286,1029,203,233
8.95E+00,1.752522354,1376,1101,442,505
8.95E+00,-5.796942911,-2398,-1919,619,708
8.96E+00,-3.221677163,-1111,-889,807,922
8.96E+00,0.129837464,565,452,591,676
8.97E+00,-1.851974157,-426,-341,398,454
8.97E+00,-2.406087355,-703,-562,449,513
8.98E+00,-0.674046475,163,130,585,669
8.98E+00,-1.629985242,-315,-252,692,791
8.99E+00,0.010726584,505,404,888,1015
8.99E+00,-0.458145827,271,217,941,1076
9.00E+00,-2.07771067,-539,-431,779,891
9.00E+00,-1.271086252,-136,-108,618,706
9.01E+00,1.362012964,1181,945,573,655
9.01E+00,3.58111514,2291,1832,639,730
9.02E+00,3.766726284,2383,1907,458,523
9.02E+00,1.839784972,1420,1136,364,416
9.03E+00,1.440927623,1220,976,537,613
9.03E+00,1.145565738,1073,858,874,998
9.04E+00,0.941532907,971,777,765,874
9.04E+00,1.230644577,1115,892,548,626
9.05E+00,0.499971659,750,600,392,448
9.05E+00,-0.60512963,197,158,618,706
9.06E+00,-1.798510779,-399,-319,575,658
9.06E+00,-1.929484415,-465,-372,386,441
9.07E+00,-3.381540964,-1191,-953,154,176
9.07E+00,-2.307037894,-654,-523,548,626
9.08E+00,-0.352780359,324,259,729,833
9.08E+00,0.618222186,809,647,744,850
9.09E+00,0.745999862,873,698,431,492
9.09E+00,0.298431323,649,519,346,395
9.10E+00,0.133972222,567,454,484,553
9.10E+00,0.246524172,623,499,723,826
9.11E+00,0.605655964,803,642,808,924
9.11E+00,0.468589,734,587,742,848
9.12E+00,0.410674558,705,564,436,498
9.12E+00,0.763713023,882,705,570,651
9.13E+00,1.183732537,1092,873,749,856
